2014-10-1,225184.2528398498
2014-10-2,225180.6839281201
2014-10-3,225176.0539885789
2014-10-6,225182.9988978907
2014-10-7,225182.42015544805
2014-10-8,225101.77241795108
2014-10-9,225182.03432715294
2014-10-10,225099.0716198854
2014-10-14,225177.88667298062
2014-10-15,225188.68986524345
2014-10-16,225185.79615303018
2014-10-17,225181.55204178407
2014-10-20,225180.6839281201
2014-10-21,225184.2528398498
2014-10-22,225188.7863223172
2014-10-23,225189.55797890743
2014-10-24,225185.69969595643
2014-10-27,225181.8414130054
2014-10-28,225185.31386766132
2014-10-29,225184.83158229245
2014-10-30,225184.83158229245
2014-10-31,225185.60323888264
2014-11-4,225181.17392884815
2014-11-5,225183.97118398763
2014-11-6,225180.88455762682
2014-11-7,225100.52619135118
2014-11-10,225178.95541615132
2014-11-11,225185.2251259467
2014-11-12,225185.514497168
2014-11-13,225180.5951864055
2014-11-14,225184.16409813517
2014-11-17,225185.6109542418
2014-11-18,225183.87472691384
2014-11-19,225185.03221179915
2014-11-20,225189.27632304525
2014-11-21,225185.03221179915
2014-11-25,225188.40820938128
2014-11-26,225190.53026500434
2014-11-27,225184.8392976516
2014-11-28,225184.64638350403
